dataset,query_id,old_top20_equal,old_top100_equal,dense_prefix_mismatches,sparse_prefix_mismatches
nfcorpus,PLAIN-1485,True,True,0,0
nfcorpus,PLAIN-1496,True,True,0,0
nfcorpus,PLAIN-1506,True,True,0,0
nfcorpus,PLAIN-1516,True,True,0,0
nfcorpus,PLAIN-1527,True,True,0,0
nfcorpus,PLAIN-153,True,True,0,0
nfcorpus,PLAIN-1537,True,True,0,0
nfcorpus,PLAIN-1547,True,True,0,0
nfcorpus,PLAIN-1557,True,True,0,0
nfcorpus,PLAIN-1568,True,True,0,0
nfcorpus,PLAIN-1579,True,True,0,0
nfcorpus,PLAIN-1590,True,True,0,0
nfcorpus,PLAIN-1601,True,True,0,0
nfcorpus,PLAIN-1611,True,True,0,0
nfcorpus,PLAIN-1621,True,True,0,0
nfcorpus,PLAIN-1635,True,True,0,0
nfcorpus,PLAIN-1645,True,True,0,0
nfcorpus,PLAIN-165,True,True,0,0
nfcorpus,PLAIN-1656,True,True,0,0
nfcorpus,PLAIN-1667,True,True,0,0
nfcorpus,PLAIN-1679,True,True,0,0
nfcorpus,PLAIN-1690,True,True,0,0
nfcorpus,PLAIN-1700,True,True,0,0
nfcorpus,PLAIN-1710,True,True,0,0
nfcorpus,PLAIN-1721,True,True,0,0
nfcorpus,PLAIN-1731,True,True,0,0
nfcorpus,PLAIN-1741,True,True,0,0
nfcorpus,PLAIN-175,True,True,0,0
nfcorpus,PLAIN-1752,True,True,0,0
nfcorpus,PLAIN-1762,True,True,0,0
nfcorpus,PLAIN-1772,True,True,0,0
nfcorpus,PLAIN-1784,True,True,0,0
nfcorpus,PLAIN-1794,True,True,0,0
nfcorpus,PLAIN-1805,True,True,0,0
nfcorpus,PLAIN-1817,True,True,0,0
nfcorpus,PLAIN-1827,True,True,0,0
nfcorpus,PLAIN-1837,True,True,0,0
nfcorpus,PLAIN-1847,True,True,0,0
nfcorpus,PLAIN-1857,True,True,0,0
nfcorpus,PLAIN-186,True,True,0,0
nfcorpus,PLAIN-1867,True,True,0,0
nfcorpus,PLAIN-1877,True,True,0,0
nfcorpus,PLAIN-1887,True,True,0,0
nfcorpus,PLAIN-1897,True,True,0,0
nfcorpus,PLAIN-1909,True,True,0,0
nfcorpus,PLAIN-1919,True,True,0,0
nfcorpus,PLAIN-1929,True,True,0,0
nfcorpus,PLAIN-1940,True,True,0,0
nfcorpus,PLAIN-1950,True,True,0,0
nfcorpus,PLAIN-196,True,True,0,0
nfcorpus,PLAIN-1962,True,True,0,0
nfcorpus,PLAIN-1972,True,True,0,0
nfcorpus,PLAIN-1983,True,True,0,0
nfcorpus,PLAIN-1995,True,True,0,0
nfcorpus,PLAIN-2,True,True,0,0
nfcorpus,PLAIN-2009,True,True,0,0
nfcorpus,PLAIN-2019,True,True,0,0
nfcorpus,PLAIN-2030,True,True,0,0
nfcorpus,PLAIN-2040,True,True,0,0
nfcorpus,PLAIN-2051,True,True,0,0
nfcorpus,PLAIN-2061,True,True,0,0
nfcorpus,PLAIN-207,True,True,0,0
nfcorpus,PLAIN-2071,True,True,0,0
nfcorpus,PLAIN-2081,True,True,0,0
nfcorpus,PLAIN-2092,True,True,0,0
nfcorpus,PLAIN-2102,True,True,0,0
nfcorpus,PLAIN-2113,True,True,0,0
nfcorpus,PLAIN-2124,True,True,0,0
nfcorpus,PLAIN-2134,True,True,0,0
nfcorpus,PLAIN-2145,True,True,0,0
nfcorpus,PLAIN-2156,True,True,0,0
nfcorpus,PLAIN-2167,True,True,0,0
nfcorpus,PLAIN-217,True,True,0,0
nfcorpus,PLAIN-2177,True,True,0,0
nfcorpus,PLAIN-2187,True,True,0,0
nfcorpus,PLAIN-2197,True,True,0,0
nfcorpus,PLAIN-2209,True,True,0,0
nfcorpus,PLAIN-2220,True,True,0,0
nfcorpus,PLAIN-2230,True,True,0,0
nfcorpus,PLAIN-2240,True,True,0,0
nfcorpus,PLAIN-2250,True,True,0,0
nfcorpus,PLAIN-2261,True,True,0,0
nfcorpus,PLAIN-227,True,True,0,0
nfcorpus,PLAIN-2271,True,True,0,0
nfcorpus,PLAIN-2281,True,True,0,0
nfcorpus,PLAIN-2291,True,True,0,0
nfcorpus,PLAIN-23,True,True,0,0
nfcorpus,PLAIN-2301,True,True,0,0
nfcorpus,PLAIN-2311,True,True,0,0
nfcorpus,PLAIN-2321,True,True,0,0
nfcorpus,PLAIN-2332,True,True,0,0
nfcorpus,PLAIN-2343,True,True,0,0
nfcorpus,PLAIN-2354,True,True,0,0
nfcorpus,PLAIN-2364,True,True,0,0
nfcorpus,PLAIN-2375,True,True,0,0
nfcorpus,PLAIN-238,True,True,0,0
nfcorpus,PLAIN-2386,True,True,0,0
nfcorpus,PLAIN-2396,True,True,0,0
nfcorpus,PLAIN-2408,True,True,0,0
nfcorpus,PLAIN-2430,True,True,0,0
nfcorpus,PLAIN-2440,True,True,0,0
nfcorpus,PLAIN-2450,True,True,0,0
nfcorpus,PLAIN-2460,True,True,0,0
nfcorpus,PLAIN-2470,True,True,0,0
nfcorpus,PLAIN-248,True,True,0,0
nfcorpus,PLAIN-2480,True,True,0,0
nfcorpus,PLAIN-2490,True,True,0,0
nfcorpus,PLAIN-2500,True,True,0,0
nfcorpus,PLAIN-2510,True,True,0,0
nfcorpus,PLAIN-2520,True,True,0,0
nfcorpus,PLAIN-2530,True,True,0,0
nfcorpus,PLAIN-2540,True,True,0,0
nfcorpus,PLAIN-2550,True,True,0,0
nfcorpus,PLAIN-2560,True,True,0,0
nfcorpus,PLAIN-2570,True,True,0,0
nfcorpus,PLAIN-2580,True,True,0,0
nfcorpus,PLAIN-259,True,True,0,0
nfcorpus,PLAIN-2590,True,True,0,0
nfcorpus,PLAIN-2600,True,True,0,0
nfcorpus,PLAIN-2610,True,True,0,0
nfcorpus,PLAIN-2620,True,True,0,0
nfcorpus,PLAIN-2630,True,True,0,0
nfcorpus,PLAIN-2640,True,True,0,0
nfcorpus,PLAIN-2650,True,True,0,0
nfcorpus,PLAIN-2660,True,True,0,0
nfcorpus,PLAIN-2670,True,True,0,0
nfcorpus,PLAIN-2680,True,True,0,0
nfcorpus,PLAIN-2690,True,True,0,0
nfcorpus,PLAIN-270,True,True,0,0
nfcorpus,PLAIN-2700,True,True,0,0
nfcorpus,PLAIN-2710,True,True,0,0
nfcorpus,PLAIN-2720,True,True,0,0
nfcorpus,PLAIN-2730,True,True,0,0
nfcorpus,PLAIN-2740,True,True,0,0
nfcorpus,PLAIN-2750,True,True,0,0
nfcorpus,PLAIN-2760,True,True,0,0
nfcorpus,PLAIN-2770,True,True,0,0
nfcorpus,PLAIN-2780,True,True,0,0
nfcorpus,PLAIN-2790,True,True,0,0
nfcorpus,PLAIN-280,True,True,0,0
nfcorpus,PLAIN-2800,True,True,0,0
nfcorpus,PLAIN-2810,True,True,0,0
nfcorpus,PLAIN-2820,True,True,0,0
nfcorpus,PLAIN-2830,True,True,0,0
nfcorpus,PLAIN-2840,True,True,0,0
nfcorpus,PLAIN-2850,True,True,0,0
nfcorpus,PLAIN-2860,True,True,0,0
nfcorpus,PLAIN-2870,True,True,0,0
nfcorpus,PLAIN-2880,True,True,0,0
nfcorpus,PLAIN-2890,True,True,0,0
nfcorpus,PLAIN-2900,True,True,0,0
nfcorpus,PLAIN-291,True,True,0,0
nfcorpus,PLAIN-2910,True,True,0,0
nfcorpus,PLAIN-2920,True,True,0,0
nfcorpus,PLAIN-2930,True,True,0,0
nfcorpus,PLAIN-2940,True,True,0,0
nfcorpus,PLAIN-2950,True,True,0,0
nfcorpus,PLAIN-2960,True,True,0,0
nfcorpus,PLAIN-2970,True,True,0,0
nfcorpus,PLAIN-2981,True,True,0,0
nfcorpus,PLAIN-2991,True,True,0,0
nfcorpus,PLAIN-3001,True,True,0,0
nfcorpus,PLAIN-3014,True,True,0,0
nfcorpus,PLAIN-3026,True,True,0,0
nfcorpus,PLAIN-3037,True,True,0,0
nfcorpus,PLAIN-3053,True,True,0,0
nfcorpus,PLAIN-3063,True,True,0,0
nfcorpus,PLAIN-307,True,True,0,0
nfcorpus,PLAIN-3074,True,True,0,0
nfcorpus,PLAIN-3085,True,True,0,0
nfcorpus,PLAIN-3097,True,True,0,0
nfcorpus,PLAIN-3116,True,True,0,0
nfcorpus,PLAIN-3131,True,True,0,0
nfcorpus,PLAIN-3141,True,True,0,0
nfcorpus,PLAIN-3151,True,True,0,0
nfcorpus,PLAIN-3161,True,True,0,0
nfcorpus,PLAIN-3171,True,True,0,0
nfcorpus,PLAIN-3181,True,True,0,0
nfcorpus,PLAIN-3191,True,True,0,0
nfcorpus,PLAIN-320,True,True,0,0
nfcorpus,PLAIN-3201,True,True,0,0
nfcorpus,PLAIN-3211,True,True,0,0
nfcorpus,PLAIN-3221,True,True,0,0
nfcorpus,PLAIN-3231,True,True,0,0
nfcorpus,PLAIN-3241,True,True,0,0
nfcorpus,PLAIN-3251,True,True,0,0
nfcorpus,PLAIN-3261,True,True,0,0
nfcorpus,PLAIN-3271,True,True,0,0
nfcorpus,PLAIN-3281,True,True,0,0
nfcorpus,PLAIN-3292,True,True,0,0
nfcorpus,PLAIN-33,True,True,0,0
nfcorpus,PLAIN-3302,True,True,0,0
nfcorpus,PLAIN-3312,True,True,0,0
nfcorpus,PLAIN-332,True,True,0,0
nfcorpus,PLAIN-3322,True,True,0,0
nfcorpus,PLAIN-3332,True,True,0,0
nfcorpus,PLAIN-3342,True,True,0,0
nfcorpus,PLAIN-3352,True,True,0,0
nfcorpus,PLAIN-3362,True,True,0,0
nfcorpus,PLAIN-3372,True,True,0,0
nfcorpus,PLAIN-3382,True,True,0,0
nfcorpus,PLAIN-3392,True,True,0,0
nfcorpus,PLAIN-3402,True,True,0,0
nfcorpus,PLAIN-3412,True,True,0,0
nfcorpus,PLAIN-3422,True,True,0,0
nfcorpus,PLAIN-3432,True,True,0,0
nfcorpus,PLAIN-344,True,True,0,0
nfcorpus,PLAIN-3442,True,True,0,0
nfcorpus,PLAIN-3452,True,True,0,0
nfcorpus,PLAIN-3462,True,True,0,0
nfcorpus,PLAIN-3472,True,True,0,0
nfcorpus,PLAIN-358,True,True,0,0
nfcorpus,PLAIN-371,True,True,0,0
nfcorpus,PLAIN-383,True,True,0,0
nfcorpus,PLAIN-395,True,True,0,0
nfcorpus,PLAIN-407,True,True,0,0
nfcorpus,PLAIN-418,True,True,0,0
nfcorpus,PLAIN-430,True,True,0,0
nfcorpus,PLAIN-44,True,True,0,0
nfcorpus,PLAIN-441,True,True,0,0
nfcorpus,PLAIN-457,True,True,0,0
nfcorpus,PLAIN-468,True,True,0,0
nfcorpus,PLAIN-478,True,True,0,0
nfcorpus,PLAIN-488,True,True,0,0
nfcorpus,PLAIN-499,True,True,0,0
nfcorpus,PLAIN-510,True,True,0,0
nfcorpus,PLAIN-520,True,True,0,0
nfcorpus,PLAIN-531,True,True,0,0
nfcorpus,PLAIN-541,True,True,0,0
nfcorpus,PLAIN-551,True,True,0,0
nfcorpus,PLAIN-56,True,True,0,0
nfcorpus,PLAIN-561,True,True,0,0
nfcorpus,PLAIN-571,True,True,0,0
nfcorpus,PLAIN-583,True,True,0,0
nfcorpus,PLAIN-593,True,True,0,0
nfcorpus,PLAIN-603,True,True,0,0
nfcorpus,PLAIN-613,True,True,0,0
nfcorpus,PLAIN-623,True,True,0,0
nfcorpus,PLAIN-634,True,True,0,0
nfcorpus,PLAIN-645,True,True,0,0
nfcorpus,PLAIN-660,True,True,0,0
nfcorpus,PLAIN-671,True,True,0,0
nfcorpus,PLAIN-68,True,True,0,0
nfcorpus,PLAIN-681,True,True,0,0
nfcorpus,PLAIN-691,True,True,0,0
nfcorpus,PLAIN-701,True,True,0,0
nfcorpus,PLAIN-711,True,True,0,0
nfcorpus,PLAIN-721,True,True,0,0
nfcorpus,PLAIN-731,True,True,0,0
nfcorpus,PLAIN-741,True,True,0,0
nfcorpus,PLAIN-751,True,True,0,0
nfcorpus,PLAIN-761,True,True,0,0
nfcorpus,PLAIN-771,True,True,0,0
nfcorpus,PLAIN-78,True,True,0,0
nfcorpus,PLAIN-782,True,True,0,0
nfcorpus,PLAIN-792,True,True,0,0
nfcorpus,PLAIN-806,True,True,0,0
nfcorpus,PLAIN-817,True,True,0,0
nfcorpus,PLAIN-827,True,True,0,0
nfcorpus,PLAIN-838,True,True,0,0
nfcorpus,PLAIN-850,True,True,0,0
nfcorpus,PLAIN-872,True,True,0,0
nfcorpus,PLAIN-882,True,True,0,0
nfcorpus,PLAIN-892,True,True,0,0
nfcorpus,PLAIN-902,True,True,0,0
nfcorpus,PLAIN-91,True,True,0,0
nfcorpus,PLAIN-913,True,True,0,0
nfcorpus,PLAIN-924,True,True,0,0
nfcorpus,PLAIN-934,True,True,0,0
nfcorpus,PLAIN-946,True,True,0,0
nfcorpus,PLAIN-956,True,True,0,0
nfcorpus,PLAIN-966,True,True,0,0
nfcorpus,PLAIN-977,True,True,0,0
nfcorpus,PLAIN-987,True,True,0,0
nfcorpus,PLAIN-997,True,True,0,0
scifact,1,True,True,0,0
scifact,100,True,True,0,0
scifact,1012,True,True,0,0
scifact,1014,True,True,0,0
scifact,1019,True,True,0,0
scifact,1020,True,True,0,0
scifact,1021,True,True,0,0
scifact,1024,True,True,0,0
scifact,1029,True,True,0,0
scifact,1041,True,True,0,0
scifact,1049,True,True,0,0
scifact,1062,True,True,0,0
scifact,1086,True,True,0,0
scifact,1088,True,True,0,0
scifact,1089,True,True,0,0
scifact,1099,True,True,0,0
scifact,1100,True,True,0,0
scifact,1104,True,True,0,0
scifact,1107,True,True,0,0
scifact,1110,True,True,0,0
scifact,1121,True,True,0,0
scifact,113,True,True,0,0
scifact,1130,True,True,0,0
scifact,1132,True,True,0,0
scifact,1137,True,True,0,0
scifact,1140,True,True,0,0
scifact,1144,True,True,0,0
scifact,1146,True,True,0,0
scifact,115,True,True,0,0
scifact,1150,True,True,0,0
scifact,1163,True,True,0,0
scifact,1175,True,True,0,0
scifact,1179,True,True,0,0
scifact,118,True,True,0,0
scifact,1180,True,True,0,0
scifact,1185,True,True,0,0
scifact,1187,True,True,0,0
scifact,1191,True,True,0,0
scifact,1194,True,True,0,0
scifact,1196,True,True,0,0
scifact,1197,True,True,0,0
scifact,1199,True,True,0,0
scifact,1200,True,True,0,0
scifact,1202,True,True,0,0
scifact,1204,True,True,0,0
scifact,1207,True,True,0,0
scifact,1213,True,True,0,0
scifact,1216,True,True,0,0
scifact,1221,True,True,0,0
scifact,1225,True,True,0,0
scifact,1226,True,True,0,0
scifact,1232,True,True,0,0
scifact,124,True,True,0,0
scifact,1241,True,True,0,0
scifact,1245,True,True,0,0
scifact,1259,True,True,0,0
scifact,1262,True,True,0,0
scifact,1266,True,True,0,0
scifact,127,True,True,0,0
scifact,1270,True,True,0,0
scifact,1271,True,True,0,0
scifact,1272,True,True,0,0
scifact,1273,True,True,0,0
scifact,1274,True,True,0,0
scifact,1278,True,True,0,0
scifact,1279,True,True,0,0
scifact,128,True,True,0,0
scifact,1280,True,True,0,0
scifact,1281,True,True,0,0
scifact,1282,True,True,0,0
scifact,129,True,True,0,0
scifact,1290,True,True,0,0
scifact,1292,True,True,0,0
scifact,1298,True,True,0,0
scifact,13,True,True,0,0
scifact,130,True,True,0,0
scifact,1303,True,True,0,0
scifact,1316,True,True,0,0
scifact,1319,True,True,0,0
scifact,132,True,True,0,0
scifact,1320,True,True,0,0
scifact,133,True,True,0,0
scifact,1332,True,True,0,0
scifact,1335,True,True,0,0
scifact,1336,True,True,0,0
scifact,1337,True,True,0,0
scifact,1339,True,True,0,0
scifact,1344,True,True,0,2
scifact,1352,True,True,0,0
scifact,1359,True,True,0,0
scifact,1362,True,True,0,0
scifact,1363,True,True,0,0
scifact,1368,True,True,0,0
scifact,137,True,True,0,0
scifact,1370,True,True,0,0
scifact,1379,True,True,0,0
scifact,1382,True,True,0,0
scifact,1385,True,True,0,0
scifact,1389,True,True,0,0
scifact,1395,True,True,0,0
scifact,141,True,True,0,0
scifact,142,True,True,0,0
scifact,143,True,True,0,0
scifact,146,True,True,0,0
scifact,148,True,True,0,0
scifact,163,True,True,0,0
scifact,171,True,True,0,0
scifact,179,True,True,0,0
scifact,180,True,True,0,0
scifact,183,True,True,0,0
scifact,185,True,True,0,0
scifact,198,True,True,0,0
scifact,208,True,True,0,0
scifact,212,True,True,0,0
scifact,213,True,True,0,0
scifact,216,True,True,0,0
scifact,217,True,True,0,0
scifact,218,True,True,0,0
scifact,219,True,True,0,0
scifact,230,True,True,0,0
scifact,232,True,True,0,0
scifact,233,True,True,0,0
scifact,236,True,True,0,0
scifact,237,True,True,0,0
scifact,238,True,True,0,0
scifact,239,True,True,0,0
scifact,248,True,True,0,0
scifact,249,True,True,0,0
scifact,261,True,True,0,0
scifact,268,True,True,0,0
scifact,269,True,True,0,0
scifact,274,True,True,0,0
scifact,275,True,True,0,0
scifact,279,True,True,0,0
scifact,294,True,True,0,0
scifact,295,True,True,0,0
scifact,298,True,True,0,0
scifact,3,True,True,0,0
scifact,300,True,True,0,0
scifact,303,True,True,0,0
scifact,312,True,True,0,0
scifact,314,True,True,0,0
scifact,324,True,True,0,0
scifact,327,True,True,0,0
scifact,338,True,True,0,0
scifact,343,True,True,0,0
scifact,350,True,True,0,0
scifact,354,True,True,0,0
scifact,36,True,True,0,0
scifact,362,True,True,0,0
scifact,380,True,True,0,0
scifact,384,True,True,0,0
scifact,385,True,True,0,0
scifact,386,True,True,0,0
scifact,388,True,True,0,0
scifact,399,True,True,0,0
scifact,410,True,True,0,0
scifact,411,True,True,0,0
scifact,415,True,True,0,0
scifact,42,True,True,0,0
scifact,421,True,True,0,0
scifact,431,True,True,0,0
scifact,436,True,True,0,0
scifact,437,True,True,0,0
scifact,439,True,True,0,0
scifact,440,True,True,0,0
scifact,443,True,True,0,0
scifact,452,True,True,0,0
scifact,475,True,True,0,0
scifact,478,True,True,0,0
scifact,48,True,True,0,0
scifact,49,True,True,0,0
scifact,491,True,True,0,0
scifact,5,True,True,0,0
scifact,50,True,True,0,0
scifact,501,True,True,0,0
scifact,502,True,True,0,0
scifact,507,True,True,0,0
scifact,508,True,True,0,0
scifact,51,True,True,0,0
scifact,513,True,True,0,0
scifact,514,True,True,0,0
scifact,516,True,True,0,0
scifact,517,True,True,0,0
scifact,521,True,True,0,0
scifact,525,True,True,0,0
scifact,527,True,True,0,0
scifact,528,True,True,0,2
scifact,53,True,True,0,0
scifact,532,True,True,0,0
scifact,533,True,True,0,0
scifact,535,True,True,0,0
scifact,536,True,True,0,0
scifact,539,True,True,0,0
scifact,54,True,True,0,0
scifact,540,True,True,0,0
scifact,544,True,True,0,0
scifact,549,True,True,0,0
scifact,551,True,True,0,0
scifact,552,True,True,0,0
scifact,554,True,True,0,0
scifact,56,True,True,0,0
scifact,560,True,True,0,0
scifact,569,True,True,0,0
scifact,57,True,True,0,0
scifact,575,True,True,0,0
scifact,577,True,True,0,0
scifact,578,True,True,0,0
scifact,587,True,True,0,2
scifact,589,True,True,0,0
scifact,593,True,True,0,0
scifact,597,True,True,0,0
scifact,598,True,True,0,0
scifact,613,True,True,0,0
scifact,619,True,True,0,0
scifact,623,True,True,0,0
scifact,628,True,True,0,0
scifact,636,True,True,0,0
scifact,637,True,True,0,0
scifact,641,True,True,0,0
scifact,644,True,True,0,0
scifact,649,True,True,0,0
scifact,659,True,True,0,0
scifact,660,True,True,0,0
scifact,674,True,True,0,0
scifact,684,True,True,0,0
scifact,690,True,True,0,0
scifact,691,True,True,0,0
scifact,692,True,True,0,0
scifact,693,True,True,0,0
scifact,70,True,True,0,0
scifact,700,True,True,0,0
scifact,702,True,True,0,0
scifact,715,True,True,0,0
scifact,716,True,True,0,0
scifact,718,True,True,0,0
scifact,72,True,True,0,0
scifact,721,True,True,0,0
scifact,723,True,True,0,0
scifact,727,True,True,0,0
scifact,728,True,True,0,0
scifact,729,True,True,0,0
scifact,742,True,True,0,0
scifact,743,True,True,0,0
scifact,744,True,True,0,0
scifact,75,True,True,0,0
scifact,756,True,True,0,0
scifact,759,True,True,0,0
scifact,768,True,True,0,0
scifact,770,True,True,0,0
scifact,775,True,True,0,0
scifact,781,True,True,0,0
scifact,783,True,True,0,0
scifact,784,True,True,0,0
scifact,785,True,True,0,0
scifact,793,True,True,0,0
scifact,800,True,True,0,0
scifact,805,True,True,0,0
scifact,808,True,True,0,0
scifact,811,True,True,0,0
scifact,814,True,True,0,0
scifact,820,True,True,0,0
scifact,821,True,True,0,0
scifact,823,True,True,0,0
scifact,830,True,True,0,0
scifact,831,True,True,0,0
scifact,832,True,True,0,0
scifact,834,True,True,0,0
scifact,837,True,True,0,0
scifact,839,True,True,0,0
scifact,845,True,True,0,0
scifact,847,True,True,0,0
scifact,852,True,True,0,0
scifact,859,True,True,0,0
scifact,870,True,True,0,0
scifact,873,True,True,0,0
scifact,879,True,True,0,0
scifact,880,True,True,0,0
scifact,882,True,True,0,0
scifact,887,True,True,0,0
scifact,903,True,True,0,0
scifact,904,True,True,0,0
scifact,907,True,True,0,0
scifact,911,True,True,0,0
scifact,913,True,True,0,0
scifact,914,True,True,0,0
scifact,921,True,True,0,0
scifact,922,True,True,0,0
scifact,936,True,True,0,0
scifact,94,True,True,0,0
scifact,956,True,True,0,0
scifact,957,True,True,0,0
scifact,960,True,True,0,0
scifact,967,True,True,0,0
scifact,971,True,True,0,0
scifact,975,True,True,0,0
scifact,982,True,True,0,0
scifact,985,True,True,0,0
scifact,99,True,True,0,0
scifact,993,True,True,0,0
trec-covid,1,True,True,0,0
trec-covid,10,True,True,0,4
trec-covid,11,True,True,0,2
trec-covid,12,True,True,0,0
trec-covid,13,True,True,0,0
trec-covid,14,True,True,0,0
trec-covid,15,True,True,0,0
trec-covid,16,True,True,0,0
trec-covid,17,True,True,0,0
trec-covid,18,True,True,0,2
trec-covid,19,True,True,0,0
trec-covid,2,True,True,0,0
trec-covid,20,True,True,0,0
trec-covid,21,True,True,0,0
trec-covid,22,True,True,0,2
trec-covid,23,True,True,0,2
trec-covid,24,True,True,0,0
trec-covid,25,True,True,0,0
trec-covid,26,True,True,0,0
trec-covid,27,True,True,0,0
trec-covid,28,True,True,0,0
trec-covid,29,True,True,0,3
trec-covid,3,True,True,0,2
trec-covid,30,True,True,0,0
trec-covid,31,True,True,0,3
trec-covid,32,True,True,0,2
trec-covid,33,True,True,0,2
trec-covid,34,True,True,0,4
trec-covid,35,True,True,0,4
trec-covid,36,True,True,0,0
trec-covid,37,True,True,0,2
trec-covid,38,True,True,0,0
trec-covid,39,True,True,0,0
trec-covid,4,True,True,0,0
trec-covid,40,True,True,0,4
trec-covid,41,True,True,0,0
trec-covid,42,True,True,0,0
trec-covid,43,True,True,0,0
trec-covid,44,True,True,0,2
trec-covid,45,True,True,0,0
trec-covid,46,True,True,0,0
trec-covid,47,True,True,0,2
trec-covid,48,True,True,0,2
trec-covid,49,True,True,0,4
trec-covid,5,True,True,0,2
trec-covid,50,True,True,0,4
trec-covid,6,True,True,0,0
trec-covid,7,True,True,0,4
trec-covid,8,True,True,0,2
trec-covid,9,True,True,0,2
msmarco-passage-trec-dl-2019,1037798,True,True,0,0
msmarco-passage-trec-dl-2019,104861,True,True,0,4
msmarco-passage-trec-dl-2019,1063750,True,True,0,14
msmarco-passage-trec-dl-2019,1103812,True,True,0,13
msmarco-passage-trec-dl-2019,1106007,True,True,0,0
msmarco-passage-trec-dl-2019,1110199,True,True,0,0
msmarco-passage-trec-dl-2019,1112341,True,True,0,190
msmarco-passage-trec-dl-2019,1113437,True,True,0,0
msmarco-passage-trec-dl-2019,1114646,True,True,0,0
msmarco-passage-trec-dl-2019,1114819,True,True,0,78
msmarco-passage-trec-dl-2019,1115776,True,True,0,0
msmarco-passage-trec-dl-2019,1117099,True,True,0,0
msmarco-passage-trec-dl-2019,1121402,True,True,0,122
msmarco-passage-trec-dl-2019,1121709,True,True,0,10
msmarco-passage-trec-dl-2019,1124210,True,True,0,0
msmarco-passage-trec-dl-2019,1129237,True,True,0,44
msmarco-passage-trec-dl-2019,1133167,True,True,0,0
msmarco-passage-trec-dl-2019,130510,True,True,0,0
msmarco-passage-trec-dl-2019,131843,True,True,0,0
msmarco-passage-trec-dl-2019,146187,True,True,0,44
msmarco-passage-trec-dl-2019,148538,True,True,0,0
msmarco-passage-trec-dl-2019,156493,True,True,0,0
msmarco-passage-trec-dl-2019,168216,True,True,0,0
msmarco-passage-trec-dl-2019,182539,True,True,0,0
msmarco-passage-trec-dl-2019,183378,True,True,0,0
msmarco-passage-trec-dl-2019,19335,True,True,0,0
msmarco-passage-trec-dl-2019,207786,True,True,0,28
msmarco-passage-trec-dl-2019,264014,True,True,0,178
msmarco-passage-trec-dl-2019,359349,True,True,0,0
msmarco-passage-trec-dl-2019,405717,True,True,0,0
msmarco-passage-trec-dl-2019,443396,True,True,0,0
msmarco-passage-trec-dl-2019,451602,True,True,0,0
msmarco-passage-trec-dl-2019,47923,True,True,0,2
msmarco-passage-trec-dl-2019,489204,True,True,0,174
msmarco-passage-trec-dl-2019,490595,True,True,0,0
msmarco-passage-trec-dl-2019,527433,True,True,0,4
msmarco-passage-trec-dl-2019,573724,True,True,0,52
msmarco-passage-trec-dl-2019,833860,True,True,0,225
msmarco-passage-trec-dl-2019,855410,True,True,0,0
msmarco-passage-trec-dl-2019,87181,True,True,0,0
